tstamp tipo nbytes
31356.57674 read 115
31370.79393 read 99
31375.22242 write 3867
31381.87702 read 111
31382.24861 read 567
31388.67003 read 1002
31388.68375 read 507
31390.96222 read 3922
31412.78115 read 138
31415.81988 read 94
31416.91156 write 274
31424.95537 read 1005
31430.33771 write 1813
31431.55231 read 154
31433.77419 read 898
31437.39435 read 141
31441.8876 read 525
31453.16818 read 4019
31457.38915 read 1101
31467.57804 read 149
31473.96291 write 3774
31484.67008 read 113
31493.82335 read 127
31494.96047 read 136
31508.98138 write 1792
31511.85393 read 137
31513.123 read 4761
31523.39767 read 1092
31523.60288 read 145
31546.16617 read 1045
31546.24721 read 112
31548.6986 read 166
31550.74159 read 1118
31551.29168 read 577
31557.2042 read 123
31564.82366 read 131
31571.93035 read 3910
31573.3609 write 4222
31583.33063 read 881
31588.30563 write 2095
31589.29263 read 131
31594.69295 read 113
31610.30061 read 119
31627.36887 read 1038
31632.40446 read 3947
31635.18301 read 553
31641.56092 write 279
31644.99688 read 487
31661.23261 read 128
31670.2457 write 1945
31673.92093 write 4095
31684.63789 read 476
31692.21219 read 3556
31697.94463 read 932
31704.50719 read 1012
31727.12709 read 136
31733.19495 write 241
31733.4208 write 248
31741.61583 read 1058
31749.18668 write 1829
31752.15563 read 4146
31756.92254 read 1088
31773.94166 read 117
31775.1864 write 4236
31779.19695 read 129
31788.33675 read 967
31789.69422 read 506
31793.61656 read 477
31797.53315 write 244
31797.95717 read 501
31798.52985 read 448
31811.48902 read 4161
31819.2556 read 127
31829.15179 write 2460
31832.24194 read 469
31863.51485 read 127
31867.71196 read 493
31872.50864 read 4070
31876.64454 write 3741
31877.87599 read 450
31879.14631 write 225
31887.84022 write 256
31902.08475 read 961
31902.43371 read 459
31904.49788 read 1021
31907.79692 write 2270
31912.73633 read 488
31915.54912 read 118
31919.79475 read 936
31932.04634 read 4588
31933.66924 read 140
31935.9458 read 137
31946.12556 read 109
31952.1726 read 150
31953.93326 read 136
31954.51096 read 1052
31959.80537 read 127
31968.62711 read 459
31976.96069 write 4079
31978.12462 read 554
31978.70473 write 258
31979.03008 read 122
31987.98321 read 131
31988.66031 write 2034
31988.9521 read 1031
31992.38704 read 3802
31992.83908 read 150
32004.9993 read 133
32008.62179 read 1054
32022.16035 read 146
32022.69363 read 163
32023.02706 read 170
32023.59355 read 530
32024.94711 read 126
32034.23206 read 111
32037.49725 write 283
32038.09349 read 150
32044.08559 read 1140
32046.8386 read 126
32047.18543 write 237
32051.76067 read 139
32051.7666 read 4423
32056.72342 read 867
32060.63663 read 540
32060.6815 read 120
32068.07007 write 2288
32069.70374 read 117
32073.88185 read 1064
32075.70276 read 523
32077.85559 read 117
32078.29081 write 3957
32100.70175 read 622
32106.67227 read 475
32110.05193 read 993
32110.33103 read 113
32111.78058 read 3758
32117.33117 read 559
32122.54955 write 261
32129.33639 read 127
32139.61146 read 141
32140.18366 read 142
32146.68547 read 536
32149.0575 write 1895
32154.37613 read 532
32164.93227 write 285
32166.14457 read 133
32170.72288 read 122
32171.35125 read 3848
32179.09429 write 4262
32186.98809 read 127
32190.73271 read 150
32191.7723 write 235
32210.93641 read 1082
32222.35653 read 138
32223.99273 read 111
32224.27569 read 130
32225.90933 read 1122
32226.68719 write 277
32230.11667 write 1976
32232.16514 read 4264
32255.64875 read 564
32278.72981 write 4138
32281.08043 write 262
32284.29249 write 243
32291.62137 read 538
32291.81689 read 1148
32292.26186 read 4422
32309.80192 write 1837
32314.19737 read 122
32330.97449 read 1067
32335.35147 read 1026
32346.98994 read 960
32348.69041 read 122
32350.68033 read 3862
32365.73278 read 544
32377.91813 write 3984
32390.91259 write 2079
32391.81062 read 491
32394.36392 read 112
32395.37855 read 121
32409.65937 read 4406
32413.02655 write 249
32415.4659 read 574
32416.15569 read 115
32417.59392 read 923
32419.33375 read 151
32422.76469 read 477
32437.00318 read 125
32469.4186 read 4033
32470.61972 write 1861
32473.76388 read 975
32478.21069 write 4346
32492.69502 read 1118
32494.66633 read 140
32499.43367 read 1170
32507.06974 read 511
32523.96968 read 433
32525.3632 read 125
32525.36865 read 139
32529.93055 read 4494
32534.19061 read 474
32542.17584 read 596
32544.05514 read 897
32551.82109 write 2360
32577.8858 write 4283
32591.29502 read 3830
32597.697 read 538
32601.72588 write 214
32608.17289 read 981
32613.57133 write 304
32633.77464 write 1815
32634.23275 read 1090
32639.4978 read 537
32647.21291 read 515
32651.77381 read 4014
32665.73003 read 559
32670.94948 read 101
32675.89033 read 120
32679.01312 write 4358
32684.21271 read 131
32685.62464 read 470
32685.94923 read 121
32698.23289 read 1165
32701.01626 read 133
32701.72176 read 539
32711.19605 read 4366
32713.53785 write 1789
32721.36935 read 1166
32721.85073 write 224
32732.3267 read 109
32732.7018 read 133
32739.62205 write 256
32745.24482 read 134
32749.62856 read 1099
32756.35912 write 225
32770.36235 read 4480
32777.28903 read 459
32780.16006 write 4158
32793.64626 write 1832
32794.99859 read 499
32796.63878 read 135
32798.03388 read 134
32811.07557 read 574
32821.43354 read 136
32829.51664 read 3948
32831.73038 write 242
32848.68605 read 1135
32869.05129 read 1098
32874.63677 write 2097
32879.62244 write 4105
32887.18544 read 1012
32887.42507 read 119
32889.27337 read 3861
32898.57534 read 966
32908.85277 read 120
32915.43747 write 297
32923.9163 read 124
32929.24228 read 146
32929.25715 read 972
32949.4989 read 3811
32952.31244 read 107
32952.92095 write 2136
32962.43076 write 326
32971.74523 read 134
32978.6485 write 4230
32984.7194 write 263
32984.92816 read 118
32990.30562 read 136
32995.19787 read 547
33010.04709 read 124
33011.06184 read 4130
33014.49231 read 123
33025.72119 write 271
33029.14109 read 494
33032.59269 read 523
33033.68663 write 1677
33040.15779 read 533
33045.43179 write 254
33052.10318 write 250
33066.58122 read 114
33069.43009 read 4198
33071.48673 read 487
33072.06793 read 124
33080.91094 write 4498
33084.37031 read 129
33091.19386 read 114
33108.72241 write 204
33109.54683 write 241
33113.38095 write 1774
33127.25666 read 3709
33132.66918 read 133
33135.35027 read 468
33143.84388 read 950
33150.13268 read 1042
33180.83994 write 4425
33187.1703 read 4156
33189.63478 read 110
33193.30557 write 1964
33200.41821 read 139
33211.45597 write 239
33213.26708 read 124
33234.18937 read 532
33241.01937 read 134
33247.31329 read 3533
33254.17094 read 119
33259.07059 read 152
33272.49284 write 2096
33281.55533 write 4135
33288.29725 read 497
33294.59614 read 525
33299.46448 read 120
33305.59415 read 4462
33315.32314 read 132
33316.66025 read 1075
33332.39666 read 1018
33333.87112 read 553
33337.53776 read 1041
33342.41317 read 131
33344.28022 read 116
33345.86756 read 1099
33353.20244 write 2020
33358.95472 read 1067
33363.42972 read 4189
33374.31928 read 494
33379.2148 read 118
33380.744 read 130
33381.63863 write 4171
33408.0063 read 954
33409.72966 read 142
33409.90657 read 550
33410.90659 read 537
33411.06706 read 482
33413.68032 read 131
33415.97441 read 114
33420.53789 read 128
33423.08041 read 4439
33432.55524 read 510
33433.30687 write 1991
33446.03344 read 135
33447.32687 write 238
33459.41451 read 154
33462.09734 read 126
33467.39068 read 461
33469.59495 read 127
33480.09967 read 1075
33481.69675 read 559
33482.63761 write 3951
33484.84786 read 4284
33494.09976 read 578
33498.85807 read 132
33499.51376 read 141
33502.43178 read 480
33512.03366 write 1763
33527.25078 read 135
33544.34906 read 126
33545.44234 read 4586
33554.86331 read 533
33564.0548 read 889
33573.12773 read 465
33582.55467 write 4358
33585.80441 write 265
33590.03664 read 475
33590.43911 read 948
33593.075 write 2014
33599.404 read 1032
33601.12512 read 537
33601.30819 write 267
33605.22214 read 128
33606.4408 read 4277
33608.52336 read 1045
33612.17625 read 950
33622.18692 write 237
33623.51063 read 517
33626.26562 read 546
33633.72666 read 571
33634.96252 read 142
33642.42528 read 500
33644.64344 read 107
33661.08778 read 546
33664.12289 read 1016
33664.51375 read 3884
33673.20278 write 2033
33677.61638 read 140
33679.51845 read 540
33680.34386 write 3920
33681.24501 read 1181
33683.03458 write 263
33685.32773 read 151
33693.14467 write 292
33696.37194 read 600
33707.36834 read 145
33717.93585 read 537
33722.12466 read 471
33723.14909 read 4114
33734.06876 read 522
33740.61117 write 245
33745.94298 read 541
33752.5111 write 1846
33757.37715 read 554
33778.91204 write 275
33779.81662 write 4029
33781.06006 read 4142
33782.73516 read 1102
33783.39244 write 259
33784.61536 read 118
33787.75525 write 261
33792.44967 read 500
33797.88369 read 531
33802.39783 read 1018
33820.26127 write 233
33823.82115 read 138
33828.59463 read 890
33833.1609 write 1973
33840.46058 read 3649
33860.48683 read 139
33866.70046 read 453
33878.81617 write 3903
33880.232 read 1016
33881.06718 write 240
33881.43088 read 126
33883.64779 read 132
33895.85731 read 131
33899.40407 read 4225
33913.34267 write 1914
33914.24035 read 130
33916.42341 read 129
33923.63233 write 237
33924.43013 read 128
33928.32214 read 121
33933.14865 read 558
33946.19215 read 1027
33946.70202 read 490
33955.65692 read 130
33959.66105 read 1034
33960.9853 read 4014
33962.70675 read 931
33964.26082 read 132
33979.39106 write 243
33980.43759 write 3727
33993.56954 write 2326
34002.39788 read 138
34005.57137 read 542
34020.19534 read 3742
34046.14381 read 539
34047.49213 read 1057
34053.986 read 497
34061.97437 write 276
34065.37248 read 511
34074.38354 write 1872
34079.42259 read 3673
34080.61195 write 4407
34089.16424 read 107
34103.79857 read 485
34103.83998 read 146
34113.30305 read 441
34116.31758 read 142
34116.8181 read 123
34119.01956 read 529
34139.30578 read 4249
34155.04225 write 1985
34160.26667 read 519
34172.76422 read 161
34175.36978 write 230
34180.4243 read 130
34181.08668 write 4036
34191.50877 write 276
34192.21595 read 140
34197.65108 read 114
34200.07521 read 3952
34205.60789 read 1037
34214.01887 read 146
34223.30688 read 515
34223.67275 read 521
34232.82141 read 508
34233.99783 write 2147
34239.96564 read 492
34244.49629 read 1016
34261.94382 read 4093
34266.39028 write 256
34270.1527 read 146
34275.60992 read 1146
34281.1934 write 3852
34281.60606 read 129
34289.4859 read 991
34295.81274 read 135
34301.96097 write 233
34305.75545 read 1047
34306.53649 write 285
34315.03413 write 2096
34317.17257 read 145
34319.86591 read 3887
34323.22792 read 994
34346.44401 read 126
34357.43311 read 113
34371.33099 read 498
34373.47947 read 132
34373.70554 read 129
34377.00219 read 459
34379.6645 read 4101
34381.0555 write 3866
34382.7922 read 1036
34390.48058 read 120
34392.44911 read 1059
34392.84076 write 2035
34396.87298 read 515
34413.49186 read 1130
34413.65353 read 576
34417.27388 read 1144
34418.59401 read 1122
34424.45202 write 291
34439.45644 read 3536
34447.90266 read 130
34471.39498 write 1990
34478.22418 read 138
34480.94324 write 3841
34498.96523 read 3961
34514.66348 write 266
34517.24472 read 1000
34537.46667 write 196
34538.42432 read 128
34539.70057 write 255
34546.88316 read 569
34548.81809 read 142
34552.16458 write 1961
34553.00164 read 116
34559.65417 read 3628
34559.87214 read 130
34563.59914 read 1005
34569.37898 read 143
34571.61702 read 125
34576.49096 read 518
34582.11883 write 4142
34583.33649 read 140
34583.37436 read 103
34592.50371 read 120
34614.63472 write 252
34619.37748 read 4470
34620.84321 read 137
34624.9136 read 494
34630.15982 read 1046
34633.96551 write 1904
34654.9363 write 274
34663.87176 read 1060
34668.27416 read 501
34674.49366 read 145
34680.32297 read 4055
34681.74934 write 4321
34690.08112 read 1012
34697.96372 read 1082
34715.05388 write 1996
34726.17331 read 117
34732.18482 read 123
34736.88822 read 133
34740.16749 read 4348
34753.0158 read 1092
34763.72657 read 134
34772.12072 read 1094
34776.38476 read 139
34781.18277 write 4470
34783.97322 read 95
34789.95028 read 512
34795.26991 write 1747
34796.46083 read 104
34797.9981 read 1170
34801.70553 read 3875
34842.29831 read 816
34845.03745 read 1104
34845.33713 read 135
34856.45128 read 561
34859.21947 read 125
34863.61317 read 3709
34865.16088 read 1021
34865.67613 read 555
34873.45693 read 165
34874.50738 write 2046
34875.66604 read 1105
34876.84678 read 482
34880.96314 write 4277
34884.56411 read 982
34922.52414 read 4455
34923.63659 write 305
34924.33386 read 161
34942.14779 read 945
34944.15916 read 1069
34955.80516 write 1798
34959.61096 read 531
34962.06455 read 485
34963.39524 read 146
34965.90072 read 121
34968.41464 read 130
34970.93861 read 879
34972.22373 read 487
34976.10746 read 124
34981.31843 write 4021
34981.99535 read 3950
34993.15713 read 440
34995.47435 read 133
34999.40502 read 548
35001.59985 read 148
35003.42313 read 540
35006.3853 read 995
35008.43138 read 143
35008.52741 read 1012
35012.81359 read 146
35013.579 read 1114
35017.43381 read 522
35032.95875 read 478
35035.78272 write 2129
35035.79718 read 1016
35040.23438 read 3991
35040.3789 write 240
35046.66111 read 123
35061.04575 read 131
35075.26903 read 129
35080.88697 write 4067
35084.47652 read 904
35094.52482 read 111
35096.2028 write 262
35099.36703 read 4357
35103.06695 read 128
35103.2835 write 285
35107.61798 read 137
35112.2234 read 481
35113.423 read 149
35115.64677 write 1879
35131.38273 read 137
35158.74318 read 3796
35169.61443 read 114
35179.94913 write 3931
35189.98583 read 477
35192.99133 write 2249
35207.63646 read 149
35213.65188 read 143
35215.18717 write 242
35218.99165 read 4149
35241.1274 read 548
35244.45722 read 110
35252.00033 read 541
35253.35189 read 473
35265.15515 read 128
35268.12687 read 1127
35272.89025 write 2287
35273.02433 write 235
35278.56325 read 3721
35280.03921 write 4282
35289.54138 write 274
35304.45391 read 117
35315.96546 read 561
35317.11187 read 141
35320.42103 write 273
35324.11649 read 112
35331.96138 read 490
35338.63631 read 4403
35352.08603 write 1962
35357.60638 read 484
35363.81439 read 480
35369.74789 read 123
35371.908 read 530
35380.3523 write 3579
35398.75092 read 4878
35406.95306 read 129
35411.04707 read 1049
35431.03622 write 1595
35437.02454 read 112
35458.66937 read 150
35460.73402 read 4254
35480.85634 write 4134
35482.92231 read 157
35489.332 read 140
35493.18928 read 136
35499.77086 read 522
35503.63313 read 121
35509.97828 write 262
35512.50155 write 2345
35521.29512 read 4347
35539.06314 read 140
35547.23132 read 570
35570.86712 read 1191
35576.81261 read 459
35578.48354 read 123
35579.90233 write 3928
35580.63554 read 3971
35592.36216 write 2155
35595.95612 read 1012
35600.96634 read 553
35605.30392 read 124
35610.35521 read 135
35621.70577 read 128
35638.22803 read 973
35641.42371 read 4142
35656.37052 read 124
35657.30201 read 535
35670.6664 write 1948
35675.11024 read 444
35676.20349 read 133
35680.77054 write 4031
35681.87254 read 129
35690.19467 read 143
35703.35201 read 3877
35711.18636 read 524
35716.97201 write 210
35731.36397 read 469
35739.8185 read 118
35746.02325 read 105
35750.01216 write 1963
35751.76977 read 912
35757.87335 read 118
35764.42442 read 4272
35771.88364 read 131
35775.54296 read 1003
35775.65764 read 1052
35777.9707 write 4174
35791.17786 read 123
35791.78656 read 971
35793.72921 read 1028
35795.29435 read 561
35801.86273 read 125
35807.03023 read 128
35807.08603 read 568
35808.70327 read 136
35813.41423 read 143
35817.68278 read 138
35820.15218 read 485
35825.87895 read 4147
35830.94995 write 1948
35834.6408 read 982
35847.4873 read 508
35858.95347 read 139
35860.94494 write 252
35866.41273 read 103
35868.6157 write 234
35876.02337 read 489
35878.03533 write 4536
35885.82108 read 4156
35888.50926 read 137
35893.29095 read 926
35910.82661 write 2257
35914.56187 read 938
35924.55272 read 136
35939.83245 read 528
35945.03946 read 4291
35958.04185 read 131
35964.68994 read 152
35975.29896 write 269
35979.03573 write 4424
35986.60968 read 127
35987.93081 read 130
35992.25027 write 1931
36001.16622 read 1117
36003.69667 read 4170
36016.36182 read 118
36026.27786 read 486
36039.71398 read 1037
36045.97437 read 131
36046.28979 write 275
36051.98752 read 499
36055.19764 write 244
36056.02492 read 122
36057.45544 read 416
36061.37397 read 138
36063.5604 read 4179
36072.91317 write 1973
36078.24176 write 4141
36082.38104 read 492
36083.84043 read 104
36087.2612 read 1093
36090.37977 read 959
36098.61318 read 922
36107.64629 read 490
36125.02564 read 3914
36126.11759 read 139
36128.14795 read 140
36143.1653 read 521
36146.85184 read 492
36153.68017 write 1922
36170.76374 read 932
36178.05701 write 4172
36183.90163 read 4119
36188.88347 read 1081
36194.11003 read 1138
36199.96762 read 122
36210.91239 read 503
36211.82181 read 125
36215.08753 read 126
36219.43916 read 126
36223.7251 read 489
36234.00285 write 2095
36234.03977 write 230
36240.21088 write 241
36242.47848 read 1165
36245.14768 read 3777
36248.28735 read 144
36249.84174 read 1034
36251.20836 read 582
36254.55276 read 102
36278.10049 write 4154
36282.21163 read 118
36298.03429 write 306
36299.93016 read 557
36306.90081 read 4066
36312.27075 read 578
36313.40122 write 2331
36316.82287 write 287
36317.05635 read 136
36321.51436 read 119
36326.54324 read 1004
36326.82003 read 132
36329.2617 read 95
36332.28632 read 637
36335.32604 read 950
36336.43447 read 131
36339.23845 read 532
36344.5553 read 578
36345.14712 read 1015
36346.30907 read 112
36346.69468 read 925
36347.64051 read 113
36367.05582 read 3596
36367.7998 read 494
36371.03211 read 1100
36373.64932 read 1070
36377.19284 write 4263
36381.45524 read 524
36382.78555 read 548
36390.05085 read 418
36392.88766 write 2134
36397.59084 read 521
36399.34844 read 1123
36407.73894 read 1072
36416.93669 read 989
36420.77937 read 105
36422.81014 read 904
36427.06426 read 4275
36438.90259 write 286
36447.21249 read 141
36449.50354 read 1124
36458.53775 read 495
36468.95546 read 565
36473.83515 write 1978
36476.81818 write 3945
36481.84068 read 110
36487.07155 read 4424
36488.00211 read 517
36492.81162 read 138
36513.10541 read 137
36531.45405 read 123
36535.2451 read 1152
36547.38586 read 129
36547.50725 read 4128
36553.5367 write 1840
36554.1884 read 1143
36559.56186 read 135
36563.88947 write 234
36568.44999 read 484
36574.7742 write 221
36577.34107 write 4387
36595.45662 read 115
36595.80551 read 126
36601.30554 read 125
36603.18861 read 964
36607.01061 read 3742
36610.54319 write 302
36614.33793 read 897
36615.97 read 126
36623.71761 read 122
36626.90462 write 266
36630.83984 read 549
36632.30755 read 120
36632.75435 write 2146
36655.8843 read 127
36660.58472 read 124
36661.92524 write 266
36664.5024 read 542
36666.38202 read 3871
36678.18831 write 4304
36686.54284 read 501
36687.13453 read 158
36692.71223 read 563
36693.48739 read 522
36704.46654 read 142
36704.93222 read 544
36711.82381 write 2134
36724.54507 read 160
36727.05812 read 3841
36733.90775 read 509
36743.20971 read 527
36751.58318 read 113
36752.44861 read 149
36765.79713 read 123
36767.1472 write 232
36769.96195 read 526
36779.67001 write 4002
36785.61156 read 4174
36792.88649 write 2271
36825.24681 write 271
36826.69999 write 247
36828.99645 read 113
36835.59474 read 120
36842.90201 read 129
36845.00015 read 498
36845.29534 read 4182
36853.87316 read 121
36868.65365 write 271
36872.41501 write 1869
36876.95088 read 133
36880.73533 write 3954
36883.16825 write 260
36903.3078 read 148
36904.03288 read 4042
36912.42325 read 144
36917.36739 read 134
36933.38509 read 514
36933.53015 read 114
36934.16436 read 128
36943.41999 read 134
36944.80494 read 981
36953.95717 write 1979
36954.71969 write 228
36958.89562 read 137
36963.77889 read 4405
36981.18051 write 4169
36990.97683 read 1050
36993.76785 read 549
36995.74496 read 465
37008.05715 write 286
37011.82589 read 102
37013.3832 read 534
37016.83338 read 145
37021.07718 read 117
37025.67483 read 3910
37033.17514 write 1838
37034.44766 read 504
37054.27669 read 115
37057.73287 read 140
37063.10318 write 231
37065.77152 read 530
37069.17849 read 118
37070.45893 read 1007
37074.6417 write 328
37079.42254 write 4239
37086.3421 read 3957
37091.33239 read 1064
37109.35125 read 119
37112.67201 write 2116
37121.5145 read 136
37127.84177 read 113
37136.50739 write 267
37146.24162 read 3896
37152.27083 read 529
37179.96582 write 3621
37184.55979 read 494
37192.16155 write 2084
37206.07508 read 4244
37206.92349 write 215
37207.61371 read 153
37208.70525 read 129
37215.96604 read 114
37218.93988 read 1152
37223.1444 read 505
37232.98109 read 479
37242.27648 write 243
37247.35755 write 257
37251.82044 read 1010
37260.5478 read 979
37264.83211 read 3937
37265.09707 read 1023
37271.05263 write 2111
37280.45762 write 4005
37284.25126 read 129
37304.6119 write 274
37316.81466 read 141
37324.94317 read 4240
37327.65797 read 120
37338.66791 read 999
37348.06836 read 116
37351.52775 write 2193
37351.64837 write 273
37357.15774 read 1139
37377.46512 read 918
37380.3743 write 4359
37385.03032 read 4190
37392.62714 read 522
37394.95079 read 557
37396.43918 read 481
37407.96222 read 141
37412.50211 read 569
37415.49999 read 509
37421.21309 read 540
37427.10696 write 214
37427.95768 read 533
37432.80718 write 2037
37444.33423 read 543
37445.13118 read 1064
37445.36003 read 3836
37448.63071 read 131
37449.4781 read 111
37454.95343 read 120
37466.17367 read 128
37469.33295 read 1075
37474.23858 read 541
37478.35669 read 543
37480.04247 write 3694
37489.95783 read 137
37494.72607 write 210
37502.10451 read 136
37502.55104 read 143
37503.41433 read 4376
37503.4986 read 520
37508.96428 read 540
37509.52203 read 408
37514.12164 write 2070
37525.93634 read 1074
37533.65546 read 981
37540.69316 read 131
37549.45498 read 143
37552.03978 write 263
37561.32743 read 133
37562.09853 read 4042
37577.3875 write 274
37577.58215 read 455
37579.25569 write 3983
37581.15731 read 111
37589.0222 write 236
37592.80046 read 136
37594.66246 write 2193
37604.75855 read 116
37613.53829 read 945
37615.32595 read 488
37615.39869 read 530
37622.11961 read 4211
37629.92805 read 477
37642.23215 read 110
37647.91349 read 894
37655.03811 write 238
37655.44346 read 507
37660.30268 read 111
37672.66576 read 471
37672.99973 write 249
37674.70936 write 2347
37675.63392 read 142
37678.37658 read 125
37680.31048 write 3973
37682.93465 read 4284
37700.37807 read 156
37706.99147 read 132
37730.18602 read 153
37733.25072 read 115
37742.02937 read 4455
37744.42266 read 1051
37745.62047 write 281
37748.93706 read 461
37754.01409 write 2134
37767.45344 read 510
37768.69704 read 133
37779.70784 write 4251
37788.61183 write 258
37790.07185 read 105
37795.27286 read 127
37801.2063 read 3837
37816.07844 read 564
37819.2952 read 1021
37819.51614 read 551
37829.78884 read 561
37833.96647 write 1957
37834.59141 read 108
37834.94909 write 284
37848.04278 read 949
37859.54051 write 278
37860.14252 read 4365
37873.07782 read 132
37880.39973 write 4222
37889.93102 read 129
37891.23545 read 1033
37908.92257 read 127
37911.4358 write 284
37913.11735 write 2052
37917.9716 read 133
37918.85748 read 547
37920.40685 read 129
37920.42803 read 3817
37929.99442 read 468
37947.62045 read 551
37949.96546 read 138
37955.21644 read 127
37960.3561 read 948
37965.3544 write 281
37965.53402 write 258
37976.55474 read 432
37978.72895 write 4088
37981.89385 read 4194
37982.00443 read 144
37983.84703 read 997
37993.38583 read 530
37993.64348 write 1912
38011.28765 write 235
38013.45603 read 555
38041.11989 read 136
38041.91551 read 3558
38052.91094 read 1089
38056.21358 read 513
38062.9372 read 531
38072.46321 write 2156
38073.40828 read 117
38079.03414 write 3883
38079.51906 read 536
38087.6686 read 1039
38091.65237 read 152
38102.36137 read 3815
38110.44044 read 1172
38110.78734 write 281
38123.01528 read 1102
38125.30717 read 548
38126.22934 read 624
38152.1081 write 2033
38157.39981 read 91
38159.91348 read 533
38161.29943 read 4358
38165.5556 read 133
38169.74551 read 108
38174.76414 write 260
38177.88458 write 4146
38190.20772 write 307
38202.82024 write 266
38211.27443 read 115
38219.77888 write 261
38219.90528 read 107
38221.81812 read 4247
38221.87288 write 233
38231.56147 write 270
38232.48383 write 2222
38241.77949 read 111
38255.77244 read 998
38258.98014 read 537
38259.05287 read 549
38260.00478 read 126
38275.77357 write 233
38279.12241 write 3938
38282.96639 read 4105
38284.79963 read 136
38290.35147 read 145
38296.04344 read 495
38296.33289 read 511
38311.20318 write 1592
38322.37763 read 136
38326.64364 read 113
38329.05951 read 147
38332.89106 read 134
38338.23664 read 141
38342.20671 read 4273
38359.04833 read 138
38361.1061 read 513
38362.84213 read 154
38364.22005 read 446
38371.21686 read 121
38371.55996 read 465
38378.86739 write 4058
38386.55083 read 475
38389.63762 write 2001
38391.76891 read 136
38398.52807 read 117
38401.15927 read 115
38402.158 read 3926
38433.26468 read 492
38439.37957 read 467
38445.16809 read 965
38446.43508 read 118
38457.55151 read 601
38463.5375 read 3896
38465.25071 write 258
38467.39522 write 2011
38476.38665 read 584
38477.36757 write 4492
38491.04176 read 1037
38492.83618 read 143
38495.39797 write 287
38503.02278 read 499
38507.34932 read 998
38509.76855 read 125
38515.22034 write 215
38521.8295 read 515
38523.1336 read 3765
38533.10016 read 559
38540.8837 read 142
38548.04495 write 1753
38550.94424 read 95
38552.19051 read 124
38557.03314 read 130
38559.20472 read 510
38565.53401 read 557
38568.33994 read 139
38571.72507 read 126
38576.04877 write 205
38577.65681 read 114
38577.98904 write 4161
38580.48381 read 1000
38582.51478 read 3940
38585.167 write 293
38600.81329 read 132
38608.79412 read 441
38612.54274 read 516
38618.4326 read 975
38623.80959 read 137
38625.06307 read 125
38629.12766 write 2105
38639.24957 read 484
38642.63682 read 3938
38649.54597 write 267
38676.41486 write 295
38679.46104 write 3897
38685.16154 read 531
38687.68239 read 544
38687.87432 read 120
38692.72277 read 137
38695.89924 read 146
38699.38366 read 141
38699.66784 read 142
38703.55175 read 4025
38708.21155 write 2113
38708.71721 read 452
38724.8506 read 123
38725.66115 read 556
38737.2553 read 131
38743.83354 read 464
38759.90468 read 1011
38762.929 read 835
38765.74141 read 3800
38766.97672 read 1109
38772.34175 read 557
38779.02488 write 4148
38782.18404 read 483
38785.23191 read 999
38785.82062 write 246
38788.04308 write 2200
38791.13112 read 569
38816.7289 read 119
38823.04559 read 976
38825.31671 read 492
38827.39242 read 537
38828.43106 read 3644
38852.93683 read 1049
38861.68657 read 1004
38867.05523 write 2035
38872.21472 write 242
38874.92676 read 494
38880.77994 write 4014
38887.71516 read 4402
38889.10376 read 126
38924.69452 read 125
38929.12963 read 465
38930.3315 write 206
38946.4603 write 1930
38948.75438 read 4603
38950.00325 read 1032
38950.55251 read 135
38955.69702 read 1084
38967.39306 read 508
38975.45089 read 137
38976.72941 read 123
38980.51994 write 3817
38986.88248 read 968
38990.53574 read 134
39000.58919 read 121
39009.20821 read 3850
39025.83185 write 2312
39033.36776 read 103
39035.771 read 850
39042.4351 read 145
39045.96097 read 468
39047.92796 read 137
39048.25552 read 136
39048.39761 read 549
39049.81004 read 121
39059.80256 read 139
39062.86045 read 129
39068.10742 read 4312
39075.84071 read 490
39079.39775 read 1005
39081.66736 write 4012
39096.00241 read 114
39096.08552 read 460
39106.92033 write 2176
39114.0346 read 1006
39124.2918 read 112
39126.16485 read 1068
39127.56299 read 4243
39132.56558 read 531
39138.71734 read 1113
39144.09496 read 122
39161.93392 write 258
39162.6126 read 148
39167.77683 read 116
39181.25053 write 4111
39188.06912 write 2060
39188.66403 read 3653
39191.57151 read 136
39191.6021 read 119
39207.18701 read 126
39214.32723 read 495
39223.86021 write 235
39228.04747 write 265
39231.86792 read 508
39244.96602 read 1012
39247.98789 read 4074
39267.55813 write 1800
39271.49477 read 1072
39278.38415 write 299
39280.30818 write 3941
39307.64796 read 483
39308.22701 read 3907
39310.63919 read 1077
39310.88425 read 580
39312.41251 read 959
39323.70386 read 112
39333.39972 write 263
39334.07988 read 552
39335.12835 read 110
39336.87465 write 284
39347.26275 write 2056
39360.83355 read 442
39367.29925 read 530
39367.66182 read 4306
39370.29522 write 244
39375.10302 write 228
39381.86003 write 4126
39403.56044 read 89
39408.67352 read 156
39409.64703 write 277
39413.4969 write 253
39420.24981 read 997
39426.20994 write 1947
39427.57642 read 4008
39431.30843 write 239
39442.7058 read 557
39442.88361 read 127
39482.1958 write 4018
39486.98061 read 4455
39487.43348 read 1053
39490.97265 read 940
39501.51438 read 123
39504.27703 write 2074
39510.9413 read 522
39513.68069 read 128
39520.49663 read 147
39520.81532 read 142
39521.2779 read 142
39536.55746 read 119
39548.34025 read 4513
39550.15916 read 126
39551.80335 read 594
39552.95709 read 118
39565.96124 write 277
39571.1579 write 234
39578.70781 read 871
39580.89391 write 4188
39581.8038 read 496
